Gene,Amacrine_spec,Bipolar_spec,Cone_spec,Cornea_spec,Horizontal_spec,Muller Glia_spec,RGC_spec,Rod_spec,RPE_spec,Microglia_spec
ptpn12,0.99251497,0.99251497,0.99251497,0.99251497,0.99251497,0.99251497,0.99251497,0.99251497,0.995166488,0.99251497
phtf2,0.996707819,0.996707819,0.996707819,0.996707819,0.996707819,0.996832937,0.996707819,0.996707819,0.996707819,0.996707819
phtf2.1,0.977038797,0.977038797,0.977038797,0.977038797,0.977038797,0.977038797,0.98678698,0.977038797,0.977038797,0.977038797
CU856344.1,0.991769547,0.991769547,0.991769547,0.991769547,0.991769547,0.997699639,0.991769547,0.991769547,0.991769547,0.991769547
si:zfos-932h1.3,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.995249406
mansc1,0.893111639,0.893111639,0.893111639,0.893111639,0.893111639,0.893111639,0.940702546,0.893111639,0.893111639,0.893111639
lrp6,0.994238683,0.994238683,0.994238683,0.994238683,0.994238683,0.994645248,0.994238683,0.994238683,0.994238683,0.994238683
dusp16,0.823529412,0.823529412,0.823529412,0.823529412,0.823529412,0.823529412,0.823529412,0.823529412,0.823529412,0.905688623
crebl2,0.856391719,0.856391719,0.863772455,0.856391719,0.856391719,0.856391719,0.856391719,0.856391719,0.856391719,0.856391719
gpr19,0.934283452,0.934283452,0.934283452,0.934283452,0.934283452,0.934283452,0.952263374,0.934283452,0.934283452,0.934283452
tbk1,0.764705882,0.764705882,0.764705882,0.764705882,0.764705882,0.764705882,0.764705882,0.764705882,0.764705882,0.832335329
eps8a,0.48833388099999997,0.48833388099999997,0.7061503419999999,0.48833388099999997,0.48833388099999997,0.48833388099999997,0.48833388099999997,0.48833388099999997,0.48833388099999997,0.48833388099999997
ptpro,0.992082344,0.992082344,0.992082344,0.992082344,0.992082344,0.992082344,0.996777312,0.992082344,0.992082344,0.992082344
ptpro.1,0.963578781,0.963578781,0.963578781,0.963578781,0.963578781,0.963578781,0.983886561,0.963578781,0.963578781,0.963578781
RERG,0.820615797,0.820615797,0.820615797,0.991435563,0.820615797,0.820615797,0.820615797,0.820615797,0.820615797,0.820615797
si:ch73-252i11.1,0.964705882,0.964705882,0.964705882,0.964705882,0.964705882,0.964705882,0.964705882,0.964705882,0.964705882,0.991967871
CABZ01085275.1,0.99330656,0.99330656,0.99330656,0.994117647,0.99330656,0.99330656,0.99330656,0.99330656,0.99330656,0.99330656
echdc3,0.999865736,0.999677731,0.999677731,0.999677731,0.999677731,0.999677731,0.999677731,0.999677731,0.999677731,0.999677731
FO834823.1,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.99959217,0.998502994
msgn1,0.968329375,0.968329375,0.968329375,0.968329375,0.968329375,0.968329375,0.994117647,0.968329375,0.968329375,0.968329375
si:ch211-51e12.7,0.761678543,0.761678543,0.761678543,0.761678543,0.761678543,0.761678543,0.785737759,0.761678543,0.761678543,0.761678543
mrps10,0.723529412,0.723529412,0.723529412,0.723529412,0.723529412,0.723529412,0.723529412,0.723529412,0.723529412,0.819477435
tulp4a,0.942992874,0.942992874,0.942992874,0.942992874,0.942992874,0.942992874,0.952941176,0.942992874,0.942992874,0.942992874
tmem181,0.8892215569999999,0.8892215569999999,0.8892215569999999,0.8892215569999999,0.8892215569999999,0.8892215569999999,0.8892215569999999,0.8892215569999999,0.928741093,0.8892215569999999
dynlt1,0.926717056,0.926717056,0.963578781,0.926717056,0.926717056,0.926717056,0.926717056,0.926717056,0.926717056,0.926717056
rpl18a,0.04819277099999997,0.04819277099999997,0.04819277099999997,0.052941176000000034,0.04819277099999997,0.04819277099999997,0.04819277099999997,0.04819277099999997,0.04819277099999997,0.04819277099999997
BX890562.1,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,0.9957279,0.994011976
BX890562.3,0.998661312,0.998661312,0.998661312,0.999677731,0.998661312,0.998661312,0.998661312,0.998661312,0.998661312,0.998661312
BX890562.2,0.999208234,0.999208234,0.999208234,0.999208234,0.999208234,0.999208234,0.999342754,0.999208234,0.999208234,0.999208234
pthlha,0.985274431,0.985274431,0.985274431,0.993554625,0.985274431,0.985274431,0.985274431,0.985274431,0.985274431,0.985274431
xpot,0.870588235,0.870588235,0.870588235,0.870588235,0.870588235,0.870588235,0.870588235,0.870588235,0.870588235,0.922155689
rtcb,0.888235294,0.888235294,0.888235294,0.888235294,0.888235294,0.888235294,0.888235294,0.888235294,0.888235294,0.963578781
fbxo7,0.882352941,0.882352941,0.882352941,0.882352941,0.882352941,0.882352941,0.882352941,0.882352941,0.882352941,0.926646707
CU855889.2,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,0.995983936,0.994011976
ost4,0.588235294,0.588235294,0.588235294,0.588235294,0.588235294,0.588235294,0.588235294,0.588235294,0.588235294,0.621257485
agbl5,0.955661124,0.955661124,0.955661124,0.955661124,0.955661124,0.955661124,0.965194973,0.955661124,0.955661124,0.955661124
tmem214,0.6407185630000001,0.6407185630000001,0.6407185630000001,0.6407185630000001,0.6407185630000001,0.6407185630000001,0.6407185630000001,0.6407185630000001,0.764705882,0.6407185630000001
mapre3b,0.6924088070000001,0.6924088070000001,0.812874251,0.6924088070000001,0.6924088070000001,0.6924088070000001,0.6924088070000001,0.6924088070000001,0.6924088070000001,0.6924088070000001
dpysl5b,0.592240697,0.592240697,0.592240697,0.592240697,0.592240697,0.592240697,0.594908153,0.592240697,0.592240697,0.592240697
sobpb,0.951807229,0.951807229,0.951807229,0.981069959,0.951807229,0.951807229,0.951807229,0.951807229,0.951807229,0.951807229
si:ch211-152c2.3,0.328395062,0.328395062,0.328395062,0.328395062,0.328395062,0.850476503,0.328395062,0.328395062,0.328395062,0.328395062
crybg1b,0.984956453,0.984956453,0.984956453,0.984956453,0.984956453,0.984956453,0.986526946,0.984956453,0.984956453,0.984956453
mrap2b,1.0,0.999033194,0.999033194,0.999033194,0.999033194,0.999033194,0.999033194,0.999033194,0.999033194,0.999033194
ripply2,0.996832937,0.996832937,0.996832937,0.996832937,0.996832937,0.996832937,1.0,0.996832937,0.996832937,0.996832937
sim1b,0.99959217,0.99959217,0.99959217,0.99959217,0.999671377,0.99959217,0.99959217,0.99959217,0.99959217,0.99959217
atp23,0.926646707,0.926646707,0.926646707,0.926646707,0.926646707,0.926646707,0.926646707,0.926646707,0.941505094,0.926646707
rpap3,0.917664671,0.917664671,0.917664671,0.917664671,0.917664671,0.917664671,0.917664671,0.917664671,0.930003286,0.917664671
naga,0.558823529,0.558823529,0.558823529,0.558823529,0.558823529,0.558823529,0.558823529,0.558823529,0.558823529,0.747005988
FAM180A,0.870147256,0.870147256,0.870147256,0.994117647,0.870147256,0.870147256,0.870147256,0.870147256,0.870147256,0.870147256
mtpn,0.5404191620000001,0.5404191620000001,0.5404191620000001,0.5404191620000001,0.5404191620000001,0.5404191620000001,0.5404191620000001,0.5404191620000001,0.6,0.5404191620000001
si:ch211-117i20.2,0.992770292,0.985820174,0.985820174,0.985820174,0.985820174,0.985820174,0.985820174,0.985820174,0.985820174,0.985820174
chrm2a,0.951807229,0.923622301,0.923622301,0.923622301,0.923622301,0.923622301,0.923622301,0.923622301,0.923622301,0.923622301
ptn,0.15089722699999997,0.15089722699999997,0.15089722699999997,0.15089722699999997,0.823868313,0.15089722699999997,0.15089722699999997,0.15089722699999997,0.15089722699999997,0.15089722699999997
CABZ01068469.1,0.976047904,0.976047904,0.976047904,0.976047904,0.976047904,0.976047904,0.976047904,0.976047904,0.988235294,0.976047904
trim35-14,0.9999329,1.0,0.9999329,0.9999329,0.9999329,0.9999329,0.9999329,0.9999329,0.9999329,0.9999329
zmp:0000000711,0.899265905,0.899265905,0.899265905,0.899265905,0.920823436,0.899265905,0.899265905,0.899265905,0.899265905,0.899265905
slc38a4,0.33168724299999996,0.33168724299999996,0.33168724299999996,0.33168724299999996,0.33168724299999996,0.895497864,0.33168724299999996,0.33168724299999996,0.33168724299999996,0.33168724299999996
slc38a2,0.49411764700000005,0.49411764700000005,0.49411764700000005,0.49411764700000005,0.49411764700000005,0.49411764700000005,0.49411764700000005,0.49411764700000005,0.49411764700000005,0.5003958829999999
scaf11,0.866766467,0.866766467,0.866766467,0.866766467,0.866766467,0.866766467,0.866766467,0.866766467,0.888235294,0.866766467
arid2,0.836896279,0.836896279,0.836896279,0.836896279,0.836896279,0.836896279,0.882352941,0.836896279,0.836896279,0.836896279
CR847994.1,0.959624796,0.959624796,0.959624796,0.959624796,0.961203484,0.959624796,0.959624796,0.959624796,0.959624796,0.959624796
gas2l3,0.908682635,0.908682635,0.908682635,0.908682635,0.908682635,0.908682635,0.908682635,0.908682635,0.936218679,0.908682635
fgfr1op2,0.705882353,0.705882353,0.705882353,0.705882353,0.705882353,0.705882353,0.705882353,0.705882353,0.705882353,0.844311377
tm7sf3,0.818862275,0.818862275,0.818862275,0.818862275,0.818862275,0.818862275,0.818862275,0.818862275,0.947058824,0.818862275
med21,0.825019794,0.825019794,0.825019794,0.825019794,0.825019794,0.825019794,0.847058824,0.825019794,0.825019794,0.825019794
pmpcb,0.820359281,0.820359281,0.820359281,0.820359281,0.820359281,0.820359281,0.820359281,0.820359281,0.835294118,0.820359281
dnajc2,0.947058824,0.947058824,0.947058824,0.947058824,0.947058824,0.947058824,0.947058824,0.947058824,0.947058824,0.97005988
nudt4b,0.962962963,0.962962963,0.962962963,0.962962963,0.962962963,0.965162312,0.962962963,0.962962963,0.962962963,0.962962963
ube2nb,0.802850356,0.802850356,0.802850356,0.802850356,0.802850356,0.802850356,0.817647059,0.802850356,0.802850356,0.802850356
mrpl42,0.847058824,0.847058824,0.847058824,0.847058824,0.847058824,0.847058824,0.847058824,0.847058824,0.847058824,0.884872825
pwp1,0.858099063,0.858099063,0.858099063,0.876470588,0.858099063,0.858099063,0.858099063,0.858099063,0.858099063,0.858099063
CU571163.1,0.995508982,0.995508982,0.995508982,0.995508982,0.995508982,0.995508982,0.995508982,0.995508982,0.998661312,0.995508982
ano6,0.858823529,0.858823529,0.858823529,0.858823529,0.858823529,0.858823529,0.858823529,0.858823529,0.858823529,0.897942387
si:ch73-177h5.2,0.976470588,0.976470588,0.976470588,0.976470588,0.976470588,0.976470588,0.976470588,0.976470588,0.976470588,1.0
CU467633.1,0.9235294119999999,0.9235294119999999,0.9235294119999999,0.9235294119999999,0.9235294119999999,0.9235294119999999,0.9235294119999999,0.9235294119999999,0.9235294119999999,1.0
FAR2,0.918635875,0.917176926,0.917176926,0.917176926,0.917176926,0.917176926,0.917176926,0.917176926,0.917176926,0.917176926
cpsf6,0.714964371,0.714964371,0.714964371,0.714964371,0.714964371,0.714964371,0.729411765,0.714964371,0.714964371,0.714964371
yeats4,0.851939826,0.851939826,0.851939826,0.851939826,0.851939826,0.851939826,0.888235294,0.851939826,0.851939826,0.851939826
kcnc2,0.906571655,0.906571655,0.906571655,0.906571655,0.906571655,0.906571655,0.980663874,0.906571655,0.906571655,0.906571655
frs2a,0.991017964,0.991017964,0.991017964,0.991017964,0.991017964,0.991017964,0.991017964,0.991017964,0.993474715,0.991017964
si:ch73-278m9.1,0.954869359,0.954869359,0.954869359,0.954869359,0.954869359,0.954869359,0.9635836289999999,0.954869359,0.954869359,0.954869359
cmah,0.998661312,0.998661312,0.998661312,0.999184339,0.998661312,0.998661312,0.998661312,0.998661312,0.998661312,0.998661312
glipr1a,0.747058824,0.747058824,0.747058824,0.747058824,0.747058824,0.747058824,0.747058824,0.747058824,0.747058824,0.998661312
krr1,0.917647059,0.917647059,0.917647059,0.917647059,0.917647059,0.917647059,0.917647059,0.917647059,0.917647059,0.92557403
si:ch73-89b15.3,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.996832937
phlda1,0.824228029,0.824228029,0.824228029,0.824228029,0.824228029,0.824228029,0.841121495,0.824228029,0.824228029,0.824228029
nap1l1,0.659973226,0.659973226,0.659973226,0.6886227540000001,0.659973226,0.659973226,0.659973226,0.659973226,0.659973226,0.659973226
OSBPL8,0.8711797569999999,0.8711797569999999,0.900741218,0.8711797569999999,0.8711797569999999,0.8711797569999999,0.8711797569999999,0.8711797569999999,0.8711797569999999,0.8711797569999999
zdhhc17,0.9105304830000001,0.9105304830000001,0.9105304830000001,0.9105304830000001,0.9105304830000001,0.9105304830000001,0.928456333,0.9105304830000001,0.9105304830000001,0.9105304830000001
csrp2,0.43045267499999995,0.43045267499999995,0.43045267499999995,0.43045267499999995,0.43045267499999995,0.651941098,0.43045267499999995,0.43045267499999995,0.43045267499999995,0.43045267499999995
e2f7,0.910179641,0.910179641,0.910179641,0.910179641,0.910179641,0.910179641,0.910179641,0.910179641,0.930003286,0.910179641
cog5,0.953592814,0.953592814,0.953592814,0.953592814,0.953592814,0.953592814,0.953592814,0.953592814,0.9540775930000001,0.953592814
gpr22a,0.93111639,0.93111639,0.93111639,0.93111639,0.93111639,0.93111639,0.974540767,0.93111639,0.93111639,0.93111639
dus4l,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.973053892
bcap29,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.925149701
slco1c1,0.738023952,0.738023952,0.738023952,0.738023952,0.738023952,0.738023952,0.738023952,0.738023952,0.844444444,0.738023952
pde3a,0.841646873,0.841646873,0.841646873,0.841646873,0.841646873,0.841646873,0.894295843,0.841646873,0.841646873,0.841646873
aebp2,0.850299401,0.850299401,0.850299401,0.850299401,0.850299401,0.850299401,0.850299401,0.850299401,0.8566904200000001,0.850299401
plekha5,0.682878738,0.682878738,0.6838543349999999,0.682878738,0.682878738,0.682878738,0.682878738,0.682878738,0.682878738,0.682878738
CABZ01085700.1,0.964370546,0.964370546,0.964370546,0.964370546,0.964370546,0.964370546,0.997099581,0.964370546,0.964370546,0.964370546
fgd4b,0.805882353,0.805882353,0.805882353,0.805882353,0.805882353,0.805882353,0.805882353,0.805882353,0.805882353,0.971496437
pik3cg,0.688235294,0.688235294,0.688235294,0.688235294,0.688235294,0.688235294,0.688235294,0.688235294,0.688235294,0.913173653
nampta,0.8281868569999999,0.8281868569999999,0.8281868569999999,0.8281868569999999,0.8281868569999999,0.8281868569999999,0.913954238,0.8281868569999999,0.8281868569999999,0.8281868569999999
sypl1,0.986526946,0.986526946,0.986526946,0.986526946,0.986526946,0.986526946,0.986526946,0.986526946,0.991967871,0.986526946
CU928083.1,0.991290578,0.983564293,0.983564293,0.983564293,0.983564293,0.983564293,0.983564293,0.983564293,0.983564293,0.983564293
atxn7l1,0.9746635,0.9746635,0.9746635,0.9746635,0.9746635,0.9746635,0.980341605,0.9746635,0.9746635,0.9746635
CU928073.1,0.998661312,0.998661312,0.998661312,0.999671377,0.998661312,0.998661312,0.998661312,0.998661312,0.998661312,0.998661312
znf800b,0.916167665,0.916167665,0.916167665,0.916167665,0.916167665,0.916167665,0.916167665,0.916167665,0.947058824,0.916167665
grm8a,0.935866983,0.935866983,0.935866983,0.935866983,0.935866983,0.935866983,0.961327747,0.935866983,0.935866983,0.935866983
si:dkey-61f9.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gpr37b,0.86381631,0.86381631,0.86381631,0.86381631,0.86381631,0.86381631,0.917176926,0.86381631,0.86381631,0.86381631
waslb,0.605196026,0.767964072,0.605196026,0.605196026,0.605196026,0.605196026,0.605196026,0.605196026,0.605196026,0.605196026
lmod2b,0.9957279,0.9957279,0.995904941,0.9957279,0.9957279,0.9957279,0.9957279,0.9957279,0.9957279,0.9957279
asb15b,0.998416469,0.998416469,0.998416469,0.998416469,0.998416469,0.998416469,0.998502994,0.998416469,0.998416469,0.998416469
CR293509.1,0.923198733,0.923198733,0.923198733,0.923198733,0.923198733,0.923198733,0.964705882,0.923198733,0.923198733,0.923198733
smkr1,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.998661312
cd9b,0.835294118,0.835294118,0.835294118,0.835294118,0.835294118,0.835294118,0.835294118,0.835294118,0.835294118,0.990629183
ano2b,0.86296418,0.86296418,0.956171447,0.86296418,0.86296418,0.86296418,0.86296418,0.86296418,0.86296418,0.86296418
CU468826.1,0.999176955,0.999176955,0.999176955,0.999176955,0.999176955,1.0,0.999176955,0.999176955,0.999176955,0.999176955
CU468826.3,0.998028262,0.998028262,0.999328679,0.998028262,0.998028262,0.998028262,0.998028262,0.998028262,0.998028262,0.998028262
ntf3,0.773250082,0.773250082,0.906954887,0.773250082,0.773250082,0.773250082,0.773250082,0.773250082,0.773250082,0.773250082
tbc1d30,0.911322249,0.911322249,0.911322249,0.911322249,0.911322249,0.911322249,0.956293132,0.911322249,0.911322249,0.911322249
gnsa,0.855106888,0.855106888,0.855106888,0.855106888,0.855106888,0.855106888,0.884730539,0.855106888,0.855106888,0.855106888
FP102892.1,0.998353909,0.998353909,0.998353909,0.998353909,0.998353909,0.998685508,0.998353909,0.998353909,0.998353909,0.998353909
zgc:194209,0.953909465,0.953909465,0.953909465,0.953909465,0.953909465,0.992441669,0.953909465,0.953909465,0.953909465,0.953909465
rassf3,0.970095301,0.970095301,0.976470588,0.970095301,0.970095301,0.970095301,0.970095301,0.970095301,0.970095301,0.970095301
CABZ01020840.1,0.7117647060000001,0.7117647060000001,0.7117647060000001,0.7117647060000001,0.7117647060000001,0.7117647060000001,0.7117647060000001,0.7117647060000001,0.7117647060000001,0.838323353
DGKI,0.983372922,0.983372922,0.983372922,0.983372922,0.983372922,0.983372922,0.985175636,0.983372922,0.983372922,0.983372922
creb3l2,0.842034806,0.842034806,0.842034806,0.8742514969999999,0.842034806,0.842034806,0.842034806,0.842034806,0.842034806,0.842034806
ssbp1,0.876470588,0.876470588,0.876470588,0.876470588,0.876470588,0.876470588,0.876470588,0.876470588,0.876470588,0.897140979
si:ch211-258f14.2,0.959250739,0.959250739,0.972288203,0.959250739,0.959250739,0.959250739,0.959250739,0.959250739,0.959250739,0.959250739
zgc:162331,0.6332335330000001,0.6332335330000001,0.6332335330000001,0.6332335330000001,0.6332335330000001,0.6332335330000001,0.6332335330000001,0.6332335330000001,0.662832731,0.6332335330000001
slc13a4,0.508982036,0.508982036,0.508982036,0.508982036,0.508982036,0.508982036,0.508982036,0.508982036,0.988610478,0.508982036
coa6,0.664705882,0.664705882,0.664705882,0.664705882,0.664705882,0.664705882,0.664705882,0.664705882,0.664705882,0.755833059
ptprz1b,0.727977162,0.727977162,0.727977162,0.727977162,0.95473251,0.727977162,0.727977162,0.727977162,0.727977162,0.727977162
ndufa5,0.44655581899999996,0.44655581899999996,0.44655581899999996,0.44655581899999996,0.44655581899999996,0.44655581899999996,0.48504765000000005,0.44655581899999996,0.44655581899999996,0.44655581899999996
CU468917.1,0.975903614,0.975903614,0.975903614,0.977830562,0.975903614,0.975903614,0.975903614,0.975903614,0.975903614,0.975903614
CU468915.1,0.98405467,0.98405467,0.98405467,0.98405467,0.98405467,0.98405467,0.98405467,0.98858075,0.98405467,0.98405467
strip2,0.885193983,0.885193983,0.885193983,0.885193983,0.885193983,0.885193983,0.945858846,0.885193983,0.885193983,0.885193983
ahcyl2b,0.6961077840000001,0.6961077840000001,0.6961077840000001,0.6961077840000001,0.6961077840000001,0.6961077840000001,0.6961077840000001,0.6961077840000001,0.705625671,0.6961077840000001
tmem209,0.983532934,0.983532934,0.983532934,0.983532934,0.983532934,0.983532934,0.983532934,0.983532934,0.988235294,0.983532934
ccnd2b,0.951807229,0.951807229,0.951807229,0.987654321,0.951807229,0.951807229,0.951807229,0.951807229,0.951807229,0.951807229
tigarb,0.971496437,0.971496437,0.971496437,0.971496437,0.971496437,0.971496437,0.976047904,0.971496437,0.971496437,0.971496437
fgf6b,0.998416469,0.998416469,0.998416469,0.998416469,0.998416469,0.998416469,0.998502994,0.998416469,0.998416469,0.998416469
fgf23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rad51ap1,0.995508982,0.995508982,0.995508982,0.995508982,0.995508982,0.995508982,0.995508982,0.995508982,0.997322624,0.995508982
galnt8b.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ada2b,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.991017964
atp6v1e1b,0.29849564500000003,0.29849564500000003,0.29849564500000003,0.29849564500000003,0.29849564500000003,0.29849564500000003,0.305882353,0.29849564500000003,0.29849564500000003,0.29849564500000003
si:ch211-214j24.14,0.869760479,0.869760479,0.869760479,0.869760479,0.869760479,0.869760479,0.869760479,0.869760479,0.982352941,0.869760479
ccdc167,0.858823529,0.858823529,0.858823529,0.858823529,0.858823529,0.858823529,0.858823529,0.858823529,0.858823529,0.8682634730000001
snap91b,0.35550277100000005,0.35550277100000005,0.35550277100000005,0.35550277100000005,0.35550277100000005,0.35550277100000005,0.43796326100000005,0.35550277100000005,0.35550277100000005,0.35550277100000005
si:ch211-214j24.15,1.0,0.999355462,0.999355462,0.999355462,0.999355462,0.999355462,0.999355462,0.999355462,0.999355462,0.999355462
si:ch211-214j24.10,0.511764706,0.511764706,0.511764706,0.511764706,0.511764706,0.511764706,0.511764706,0.511764706,0.511764706,0.5553892220000001
osgep,0.926646707,0.926646707,0.926646707,0.926646707,0.926646707,0.926646707,0.926646707,0.926646707,0.935294118,0.926646707
apex1,0.791765637,0.791765637,0.791765637,0.791765637,0.791765637,0.791765637,0.854012246,0.791765637,0.791765637,0.791765637
zgc:113263,0.76872428,0.76872428,0.76872428,0.76872428,0.76872428,0.798891528,0.76872428,0.76872428,0.76872428,0.76872428
si:dkey-14d8.1,0.980538922,0.980538922,0.980538922,0.980538922,0.980538922,0.980538922,0.980538922,0.980538922,0.982254354,0.980538922
selenoo2,0.751497006,0.751497006,0.751497006,0.751497006,0.751497006,0.751497006,0.751497006,0.751497006,0.994084785,0.751497006
si:dkey-14d8.20,0.71257485,0.71257485,0.71257485,0.71257485,0.71257485,0.71257485,0.71257485,0.71257485,0.964705882,0.71257485
BX324164.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BX324164.4,0.920473083,0.920473083,0.920473083,0.920473083,0.935742972,0.920473083,0.920473083,0.920473083,0.920473083,0.920473083
BX324164.2,0.998661312,0.998661312,0.998661312,1.0,0.998661312,0.998661312,0.998661312,0.998661312,0.998661312,0.998661312
si:dkey-14d8.22,0.997960848,0.997960848,0.997960848,0.997960848,0.998502994,0.997960848,0.997960848,0.997960848,0.997960848,0.997960848
BX324164.3,0.966532798,0.966532798,0.966532798,0.971738416,0.966532798,0.966532798,0.966532798,0.966532798,0.966532798,0.966532798
mapk11,0.652941176,0.652941176,0.652941176,0.652941176,0.652941176,0.652941176,0.652941176,0.652941176,0.652941176,0.979414093
mapk12b,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.995508982
si:dkey-14d8.6,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.998502994
si:dkey-14d8.7,0.999342754,0.999342754,0.999355462,0.999342754,0.999342754,0.999342754,0.999342754,0.999342754,0.999342754,0.999342754
vegfab,0.913173653,0.913173653,0.913173653,0.913173653,0.913173653,0.913173653,0.913173653,0.913173653,0.988123515,0.913173653
mrps18a,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.926646707
rsph9,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.999355462,0.998502994
tmem63a,0.917647059,0.917647059,0.917647059,0.917647059,0.917647059,0.917647059,0.917647059,0.917647059,0.917647059,0.979041916
pou3f2a,0.990498812,0.990498812,0.990498812,0.990498812,0.990498812,0.990498812,0.999033194,0.990498812,0.990498812,0.990498812
faxca,0.898653998,0.898653998,0.898653998,0.898653998,0.898653998,0.898653998,0.9349017079999999,0.898653998,0.898653998,0.898653998
ccnc,0.941176471,0.941176471,0.941176471,0.941176471,0.941176471,0.941176471,0.941176471,0.941176471,0.941176471,0.949101796
ngs,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.999671377,0.998502994
pgm3,0.899700599,0.899700599,0.899700599,0.899700599,0.899700599,0.899700599,0.899700599,0.899700599,0.98436214,0.899700599
si:ch73-352p4.8,0.805389222,0.805389222,0.805389222,0.805389222,0.805389222,0.805389222,0.805389222,0.805389222,0.837860082,0.805389222
foxm1,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.998353909
CU571169.1,0.999176955,0.999176955,0.999176955,0.999176955,0.999176955,0.9999329,0.999176955,0.999176955,0.999176955,0.999176955
si:ch73-352p4.5,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.997322624
pex26,0.928143713,0.928143713,0.928143713,0.928143713,0.928143713,0.928143713,0.928143713,0.928143713,0.935294118,0.928143713
usp18,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.991967871
lyrm5a,0.928143713,0.928143713,0.928143713,0.928143713,0.928143713,0.928143713,0.928143713,0.928143713,0.971409793,0.928143713
slc5a8,0.999671377,0.999671377,0.999677731,0.999671377,0.999671377,0.999671377,0.999671377,0.999671377,0.999671377,0.999671377
utp20,0.952941176,0.952941176,0.952941176,0.952941176,0.952941176,0.952941176,0.952941176,0.952941176,0.952941176,0.96519411
arl1,0.788235294,0.788235294,0.788235294,0.788235294,0.788235294,0.788235294,0.788235294,0.788235294,0.788235294,0.816310372
tfec,0.852941176,0.852941176,0.852941176,0.852941176,0.852941176,0.852941176,0.852941176,0.852941176,0.852941176,0.973053892
MDFIC,0.794117647,0.794117647,0.794117647,0.794117647,0.794117647,0.794117647,0.794117647,0.794117647,0.794117647,0.898259705
CR356233.1,0.969210174,0.969210174,0.969210174,0.987431518,0.969210174,0.969210174,0.969210174,0.969210174,0.969210174,0.969210174
foxp2,0.771179731,0.771179731,0.771179731,0.771179731,0.771179731,0.771179731,0.865843621,0.771179731,0.771179731,0.771179731
ppp1r3aa,0.991290578,0.991290578,0.991290578,0.991290578,0.991290578,0.991290578,0.995488237,0.991290578,0.991290578,0.991290578
si:dkey-112e7.2,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.5613772459999999
gpr85,0.634204276,0.6010312600000001,0.6010312600000001,0.6010312600000001,0.6010312600000001,0.6010312600000001,0.6010312600000001,0.6010312600000001,0.6010312600000001,0.6010312600000001
BX950217.1,0.985748219,0.985748219,0.985748219,0.985748219,0.985748219,0.985748219,0.988398324,0.985748219,0.985748219,0.985748219
tmem168a,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.992874109
ifrd1,0.44526749,0.44526749,0.44526749,0.44526749,0.44526749,0.44576405399999997,0.44526749,0.44526749,0.44526749,0.44526749
dock4b,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6961077840000001
CR388190.2,0.997005988,0.997005988,0.997005988,0.997005988,0.997005988,0.997005988,0.997005988,0.997005988,0.998356885,0.997005988
lrrn3b,0.980997625,0.976152111,0.976152111,0.976152111,0.976152111,0.976152111,0.976152111,0.976152111,0.976152111,0.976152111
